VISIT_DATE,CONSTRUCTION_NO,STATE_CODE,STATE_CODE_EXP,VISIT_NO,SHRP_ID,MRI
1991-06-27,1,26,Michigan,26101004,1010,1.371000051498413
1993-12-09,1,26,Michigan,26101006,1010,1.440999984741211
1991-01-04,1,26,Michigan,26101003,1010,2.2209999561309814
1991-07-10,1,26,Michigan,26100104,1001,0.7450000047683716
1992-09-25,1,26,Michigan,26100105,1001,0.7329999804496765
1992-09-25,1,26,Michigan,26100105,1001,0.7329999804496765
1994-12-13,1,26,Michigan,26100107,1001,0.8090000152587891
1992-09-24,1,26,Michigan,26101005,1010,1.2769999504089355
1997-06-28,1,26,Michigan,26101008,1010,1.6410000324249268
1994-12-13,1,26,Michigan,26100107,1001,0.8140000104904175
1990-07-24,1,26,Michigan,26100102,1001,0.75
1997-06-15,1,26,Michigan,26100108,1001,0.7179999947547913
1997-06-15,1,26,Michigan,26100108,1001,0.7160000205039978
1997-06-15,1,26,Michigan,26100108,1001,0.7400000095367432
1990-07-24,1,26,Michigan,26100102,1001,0.7509999871253967
1997-06-15,1,26,Michigan,26100108,1001,0.7409999966621399
1997-06-28,1,26,Michigan,26101008,1010,1.5950000286102295
1997-06-28,1,26,Michigan,26101008,1010,1.6890000104904175
1990-07-24,1,26,Michigan,26100102,1001,0.7490000128746033
1990-07-24,1,26,Michigan,26100102,1001,0.7549999952316284
1998-11-04,1,26,Michigan,26100109,1001,0.7260000109672546
1998-11-04,1,26,Michigan,26100109,1001,0.718999981880188
1998-11-04,1,26,Michigan,26100109,1001,0.75
1998-11-04,1,26,Michigan,26100109,1001,0.7310000061988831
1997-06-15,1,26,Michigan,26100108,1001,0.7310000061988831
1998-11-04,1,26,Michigan,26100109,1001,0.7350000143051147
2003-04-11,1,26,Michigan,26100111,1001,0.7350000143051147
2001-07-10,1,26,Michigan,26100110,1001,0.734000027179718
2001-07-10,1,26,Michigan,26100110,1001,0.746999979019165
2001-07-10,1,26,Michigan,26100110,1001,0.7459999918937683
2001-07-10,1,26,Michigan,26100110,1001,0.753000020980835
2003-11-21,1,26,Michigan,26100112,1001,0.7450000047683716
1997-06-28,1,26,Michigan,26101008,1010,1.725000023841858
2003-04-11,1,26,Michigan,26100111,1001,0.7789999842643738
2003-04-11,1,26,Michigan,26100111,1001,0.7639999985694885
2003-04-11,1,26,Michigan,26100111,1001,0.75
2003-11-21,1,26,Michigan,26100112,1001,0.7139999866485596
2003-11-21,1,26,Michigan,26100112,1001,0.7260000109672546
2003-11-21,1,26,Michigan,26100112,1001,0.7279999852180481
2003-11-21,1,26,Michigan,26100112,1001,0.7300000190734863
2003-04-11,1,26,Michigan,26100111,1001,0.753000020980835
1997-06-28,1,26,Michigan,26101008,1010,1.597000002861023
1990-07-24,1,26,Michigan,26100102,1001,0.7440000176429749
2001-07-10,1,26,Michigan,26100110,1001,0.7390000224113464
1993-11-22,1,27,Minnesota,27102904,1029,1.9279999732971191
1992-08-05,1,27,Minnesota,27102903,1029,1.8769999742507935
1991-08-07,1,27,Minnesota,27102902,1029,1.7649999856948853
1993-11-22,1,27,Minnesota,27102904,1029,1.940000057220459
1992-08-05,1,27,Minnesota,27102903,1029,1.8450000286102295
1993-11-22,1,27,Minnesota,27102904,1029,1.9270000457763672
1992-08-05,1,27,Minnesota,27102903,1029,1.875
1994-07-27,1,27,Minnesota,27102905,1029,2.003999948501587
1993-11-22,1,27,Minnesota,27102904,1029,1.9299999475479126
1994-07-27,1,27,Minnesota,27102905,1029,1.9620000123977661
1991-08-07,1,27,Minnesota,27102902,1029,1.7910000085830688
1991-08-07,1,27,Minnesota,27102902,1029,1.781000018119812
1994-07-27,1,27,Minnesota,27102905,1029,1.975000023841858
1994-07-27,1,27,Minnesota,27102905,1029,1.9910000562667847
1994-07-27,1,27,Minnesota,27102905,1029,1.9950000047683716
1993-11-22,1,27,Minnesota,27102904,1029,1.9179999828338623
1992-08-05,1,27,Minnesota,27102903,1029,1.8519999980926514
1991-08-07,1,27,Minnesota,27102902,1029,1.7680000066757202
1991-08-07,1,27,Minnesota,27102902,1029,1.7690000534057617
1992-08-05,1,27,Minnesota,27102903,1029,1.8639999628067017
1990-06-23,1,27,Minnesota,27102901,1029,1.753000020980835
1990-06-23,1,27,Minnesota,27102901,1029,1.694000005722046
1990-06-23,1,27,Minnesota,27102901,1029,1.6950000524520874
1990-06-23,1,27,Minnesota,27102901,1029,1.6649999618530273
1990-06-23,1,27,Minnesota,27102901,1029,1.6480000019073486
1992-10-21,1,28,Mississippi,28101605,1016,1.062999963760376
1993-01-12,1,28,Mississippi,28101606,1016,1.0499999523162842
1992-02-19,1,28,Mississippi,28101602,1016,1.0859999656677246
1995-08-10,1,28,Mississippi,28308304,3083,1.7170000076293945
1992-02-18,1,28,Mississippi,28308202,3082,1.1130000352859497
1996-10-18,1,28,Mississippi,28101613,1016,1.0449999570846558
1992-10-21,1,28,Mississippi,28101605,1016,1.0470000505447388
1994-01-25,1,28,Mississippi,28308203,3082,1.149999976158142
1994-01-28,1,28,Mississippi,28308303,3083,1.4019999504089355
1992-02-19,1,28,Mississippi,28101602,1016,1.0959999561309814
1992-02-18,1,28,Mississippi,28308202,3082,1.093000054359436
1994-01-28,1,28,Mississippi,28308303,3083,1.4019999504089355
1992-02-19,1,28,Mississippi,28101602,1016,1.1019999980926514
1992-10-21,1,28,Mississippi,28101605,1016,1.059000015258789
1995-08-10,1,28,Mississippi,28308304,3083,1.6920000314712524
1990-11-15,1,28,Mississippi,28308201,3082,1.0429999828338623
1990-12-04,1,28,Mississippi,28308301,3083,1.4620000123977661
1992-03-27,1,28,Mississippi,28101603,1016,1.0789999961853027
1992-08-17,1,28,Mississippi,28101604,1016,1.0850000381469727
1994-01-25,1,28,Mississippi,28101607,1016,1.0820000171661377
1996-01-08,1,28,Mississippi,28101609,1016,1.1039999723434448
1996-10-18,1,28,Mississippi,28101613,1016,1.0169999599456787
1993-01-12,1,28,Mississippi,28101606,1016,1.055999994277954
1996-10-18,1,28,Mississippi,28101613,1016,1.0549999475479126
1990-11-15,1,28,Mississippi,28308201,3082,1.055999994277954
1994-01-25,1,28,Mississippi,28308203,3082,1.1490000486373901
1992-02-17,1,28,Mississippi,28308302,3083,1.4500000476837158
1995-08-08,1,28,Mississippi,28308204,3082,1.2899999618530273
1992-03-27,1,28,Mississippi,28101603,1016,1.0750000476837158
1990-11-15,1,28,Mississippi,28101601,1016,1.059999942779541
1995-10-27,1,28,Mississippi,28101608,1016,1.1039999723434448
1996-01-08,1,28,Mississippi,28101609,1016,1.1039999723434448
1995-10-27,1,28,Mississippi,28101608,1016,1.093999981880188
1996-04-23,1,28,Mississippi,28101610,1016,1.1260000467300415
1992-03-27,1,28,Mississippi,28101603,1016,1.062000036239624
1996-08-08,1,28,Mississippi,28101612,1016,1.090999960899353
1992-08-17,1,28,Mississippi,28101604,1016,1.055999994277954
1996-08-08,1,28,Mississippi,28101612,1016,1.0820000171661377
1994-01-25,1,28,Mississippi,28101607,1016,1.0579999685287476
1995-08-10,1,28,Mississippi,28308304,3083,1.7170000076293945
1993-01-12,1,28,Mississippi,28101606,1016,1.065000057220459
1994-01-25,1,28,Mississippi,28101607,1016,1.0720000267028809
1996-08-08,1,28,Mississippi,28101611,1016,1.0679999589920044
1996-04-23,1,28,Mississippi,28101610,1016,1.1230000257492065
1995-10-27,1,28,Mississippi,28101608,1016,1.1150000095367432
1992-08-17,1,28,Mississippi,28101604,1016,1.055999994277954
1995-08-10,1,28,Mississippi,28308304,3083,1.7309999465942383
1996-08-08,1,28,Mississippi,28101612,1016,1.0980000495910645
1990-12-04,1,28,Mississippi,28308301,3083,1.468999981880188
1990-12-04,1,28,Mississippi,28308301,3083,1.4639999866485596
1992-02-18,1,28,Mississippi,28308202,3082,1.1089999675750732
1990-11-15,1,28,Mississippi,28308201,3082,1.0369999408721924
1995-08-10,1,28,Mississippi,28308304,3083,1.7089999914169312
1995-08-08,1,28,Mississippi,28308204,3082,1.2979999780654907
1990-11-15,1,28,Mississippi,28308201,3082,1.062999963760376
1995-08-08,1,28,Mississippi,28308204,3082,1.281000018119812
1992-02-17,1,28,Mississippi,28308302,3083,1.4550000429153442
1992-02-18,1,28,Mississippi,28308202,3082,1.1089999675750732
1994-01-25,1,28,Mississippi,28308203,3082,1.1549999713897705
1996-04-23,1,28,Mississippi,28101610,1016,1.121999979019165
1996-08-08,1,28,Mississippi,28101612,1016,1.1009999513626099
1992-02-17,1,28,Mississippi,28308302,3083,1.468999981880188
1990-12-04,1,28,Mississippi,28308301,3083,1.4559999704360962
1994-01-28,1,28,Mississippi,28308303,3083,1.3910000324249268
1994-01-25,1,28,Mississippi,28308203,3082,1.1469999551773071
1996-04-23,1,28,Mississippi,28101610,1016,1.1200000047683716
1994-01-25,1,28,Mississippi,28101607,1016,1.0870000123977661
1992-02-19,1,28,Mississippi,28101602,1016,1.1030000448226929
1992-02-17,1,28,Mississippi,28308302,3083,1.4730000495910645
1993-01-12,1,28,Mississippi,28101606,1016,1.034999966621399
1996-10-18,1,28,Mississippi,28101613,1016,1.0420000553131104
1995-08-08,1,28,Mississippi,28308204,3082,1.2790000438690186
1990-11-15,1,28,Mississippi,28308201,3082,1.0520000457763672
1992-08-17,1,28,Mississippi,28101604,1016,1.055999994277954
1992-10-21,1,28,Mississippi,28101605,1016,1.0800000429153442
1993-01-12,1,28,Mississippi,28101606,1016,1.0520000457763672
1994-01-25,1,28,Mississippi,28101607,1016,1.0889999866485596
1995-08-08,1,28,Mississippi,28308204,3082,1.2890000343322754
1990-12-04,1,28,Mississippi,28308301,3083,1.4550000429153442
1994-01-28,1,28,Mississippi,28308303,3083,1.38100004196167
1990-11-15,1,28,Mississippi,28101601,1016,1.0700000524520874
1995-10-27,1,28,Mississippi,28101608,1016,1.0989999771118164
1996-01-08,1,28,Mississippi,28101609,1016,1.0950000286102295
1996-04-23,1,28,Mississippi,28101610,1016,1.1239999532699585
1990-11-15,1,28,Mississippi,28101601,1016,1.0609999895095825
1990-11-15,1,28,Mississippi,28101601,1016,1.0460000038146973
1996-01-08,1,28,Mississippi,28101609,1016,1.1130000352859497
1992-10-21,1,28,Mississippi,28101605,1016,1.0540000200271606
1990-11-15,1,28,Mississippi,28101601,1016,1.0850000381469727
1992-03-27,1,28,Mississippi,28101603,1016,1.062999963760376
1992-02-17,1,28,Mississippi,28308302,3083,1.4600000381469727
1996-01-08,1,28,Mississippi,28101609,1016,1.100000023841858
1995-10-27,1,28,Mississippi,28101608,1016,1.1080000400543213
1992-08-17,1,28,Mississippi,28101604,1016,1.0870000123977661
1992-02-19,1,28,Mississippi,28101602,1016,1.0789999961853027
1992-03-27,1,28,Mississippi,28101603,1016,1.0889999866485596
1992-02-18,1,28,Mississippi,28308202,3082,1.097000002861023
1994-01-28,1,28,Mississippi,28308303,3083,1.3860000371932983
1994-01-25,1,28,Mississippi,28308203,3082,1.1480000019073486
1996-10-18,1,28,Mississippi,28101613,1016,1.0700000524520874
2002-12-13,1,28,Mississippi,28308308,3083,1.652999997138977
2001-03-07,1,28,Mississippi,28308206,3082,1.687999963760376
2001-11-05,1,28,Mississippi,28308307,3083,1.652999997138977
2002-12-13,1,28,Mississippi,28308308,3083,1.7410000562667847
2002-12-13,1,28,Mississippi,28308308,3083,1.6579999923706055
2004-10-13,1,28,Mississippi,28308309,3083,1.7300000190734863
2001-03-07,1,28,Mississippi,28308206,3082,1.7649999856948853
2001-03-07,1,28,Mississippi,28308206,3082,1.6480000019073486
2004-10-13,1,28,Mississippi,28308309,3083,1.7879999876022339
2004-10-13,1,28,Mississippi,28308309,3083,1.7610000371932983
2004-10-13,1,28,Mississippi,28308309,3083,1.7640000581741333
1998-07-21,1,28,Mississippi,28308305,3083,1.6119999885559082
1998-07-22,1,28,Mississippi,28308205,3082,1.4559999704360962
2001-11-05,1,28,Mississippi,28308307,3083,1.6519999504089355
2001-11-05,1,28,Mississippi,28308307,3083,1.6260000467300415
1999-09-08,1,28,Mississippi,28308306,3083,1.5779999494552612
1998-07-21,1,28,Mississippi,28308305,3083,1.6109999418258667
1998-07-22,1,28,Mississippi,28308205,3082,1.4040000438690186
1998-07-21,1,28,Mississippi,28308305,3083,1.6339999437332153
1997-10-14,1,28,Mississippi,28101614,1016,1.062999963760376
1998-07-22,1,28,Mississippi,28308205,3082,1.4919999837875366
2001-03-07,1,28,Mississippi,28308206,3082,1.6790000200271606
2002-12-13,1,28,Mississippi,28308308,3083,1.6959999799728394
1998-07-22,1,28,Mississippi,28308205,3082,1.4759999513626099
2001-11-05,1,28,Mississippi,28308307,3083,1.6490000486373901
1997-10-14,1,28,Mississippi,28101614,1016,1.0679999589920044
1999-09-08,1,28,Mississippi,28308306,3083,1.5410000085830688
1999-09-08,1,28,Mississippi,28308306,3083,1.5709999799728394
1998-07-21,1,28,Mississippi,28308305,3083,1.6009999513626099
1997-10-14,1,28,Mississippi,28101614,1016,1.0479999780654907
1997-10-14,1,28,Mississippi,28101614,1016,1.0640000104904175
2001-11-05,1,28,Mississippi,28308307,3083,1.6519999504089355
1999-09-08,1,28,Mississippi,28308306,3083,1.5570000410079956
1998-07-21,1,28,Mississippi,28308305,3083,1.5470000505447388
1999-09-08,1,28,Mississippi,28308306,3083,1.5549999475479126
1998-07-22,1,28,Mississippi,28308205,3082,1.472000002861023
2002-12-13,1,28,Mississippi,28308308,3083,1.7569999694824219
1997-10-14,1,28,Mississippi,28101614,1016,1.0759999752044678
2001-03-07,1,28,Mississippi,28308206,3082,1.6829999685287476
2004-10-13,1,28,Mississippi,28308309,3083,1.7949999570846558
2011-03-12,1,28,Mississippi,28308310,3083,2.01200008392334
2011-03-12,1,28,Mississippi,28308310,3083,1.9889999628067017
2011-03-12,1,28,Mississippi,28308310,3083,2.0480000972747803
2011-03-12,1,28,Mississippi,28308310,3083,2.010999917984009
2011-03-12,1,28,Mississippi,28308310,3083,2.000999927520752
2016-07-20,1,28,Mississippi,283083GF,3083,2.3919999599456787
2016-07-20,1,28,Mississippi,283083GF,3083,2.2300000190734863
2016-07-20,1,28,Mississippi,283083GF,3083,2.2909998893737793
2016-07-20,1,28,Mississippi,283083GF,3083,2.4179999828338623
2016-07-20,1,28,Mississippi,283083GF,3083,2.319000005722046
1990-04-30,1,29,Missouri,29100501,1005,0.7670000195503235
1993-03-14,1,29,Missouri,29100504,1005,0.8090000152587891
1993-03-14,1,29,Missouri,29100504,1005,0.8140000104904175
1994-05-10,1,29,Missouri,29100505,1005,0.7400000095367432
1992-02-15,1,29,Missouri,29100503,1005,0.7929999828338623
1994-05-10,1,29,Missouri,29100505,1005,0.7329999804496765
1994-05-10,1,29,Missouri,29100505,1005,0.7409999966621399
1994-05-10,1,29,Missouri,29100505,1005,0.7279999852180481
1993-03-14,1,29,Missouri,29100504,1005,0.8159999847412109
1994-05-10,1,29,Missouri,29100505,1005,0.718999981880188
2000-01-18,1,29,Missouri,29100509,1005,0.8320000171661377
1990-04-30,1,29,Missouri,29100501,1005,0.7900000214576721
1992-02-15,1,29,Missouri,29100503,1005,0.7919999957084656
1993-03-14,1,29,Missouri,29100504,1005,0.7900000214576721
1990-12-12,1,29,Missouri,29100502,1005,0.8100000023841858
1993-03-14,1,29,Missouri,29100504,1005,0.8109999895095825
1990-04-30,1,29,Missouri,29100501,1005,0.7919999957084656
1992-02-15,1,29,Missouri,29100503,1005,0.8059999942779541
1992-02-15,1,29,Missouri,29100503,1005,0.781000018119812
1992-02-15,1,29,Missouri,29100503,1005,0.7879999876022339
1990-04-30,1,29,Missouri,29100501,1005,0.7870000004768372
1990-04-30,1,29,Missouri,29100501,1005,0.7900000214576721
1990-12-12,1,29,Missouri,29100502,1005,0.8159999847412109
1997-03-15,1,29,Missouri,29100506,1005,0.7580000162124634
1990-12-12,1,29,Missouri,29100502,1005,0.8029999732971191
1998-04-15,1,29,Missouri,29100507,1005,0.7979999780654907
1998-04-15,1,29,Missouri,29100507,1005,0.7649999856948853
1997-03-15,1,29,Missouri,29100506,1005,0.7770000100135803
1997-03-15,1,29,Missouri,29100506,1005,0.7649999856948853
1997-03-15,1,29,Missouri,29100506,1005,0.7870000004768372
1999-02-13,1,29,Missouri,29100508,1005,0.7879999876022339
1999-02-13,1,29,Missouri,29100508,1005,0.7850000262260437
1999-02-13,1,29,Missouri,29100508,1005,0.7979999780654907
2000-01-18,1,29,Missouri,29100509,1005,0.8109999895095825
1998-04-15,1,29,Missouri,29100507,1005,0.7699999809265137
1999-02-13,1,29,Missouri,29100508,1005,0.8080000281333923
1998-04-15,1,29,Missouri,29100507,1005,0.7979999780654907
1999-02-13,1,29,Missouri,29100508,1005,0.7990000247955322
2005-05-13,1,29,Missouri,29100513,1005,0.8870000243186951
2005-05-13,1,29,Missouri,29100513,1005,0.8679999709129333
2005-05-13,1,29,Missouri,29100513,1005,0.902999997138977
2000-01-18,1,29,Missouri,29100509,1005,0.8190000057220459
2001-04-26,1,29,Missouri,29100510,1005,0.8159999847412109
2002-02-17,1,29,Missouri,29100511,1005,0.8799999952316284
2000-01-18,1,29,Missouri,29100509,1005,0.8059999942779541
1997-03-15,1,29,Missouri,29100506,1005,0.7639999985694885
2005-05-13,1,29,Missouri,29100513,1005,0.9660000205039978
2004-06-11,1,29,Missouri,29100512,1005,0.9079999923706055
2004-06-11,1,29,Missouri,29100512,1005,0.9089999794960022
2004-06-11,1,29,Missouri,29100512,1005,0.8669999837875366
2005-05-13,1,29,Missouri,29100513,1005,0.8970000147819519
2004-06-11,1,29,Missouri,29100512,1005,0.8880000114440918
2004-06-11,1,29,Missouri,29100512,1005,0.8880000114440918
1998-04-15,1,29,Missouri,29100507,1005,0.796999990940094
2002-02-17,1,29,Missouri,29100511,1005,0.8679999709129333
2000-01-18,1,29,Missouri,29100509,1005,0.8259999752044678
2002-02-17,1,29,Missouri,29100511,1005,0.8389999866485596
2002-02-17,1,29,Missouri,29100511,1005,0.8619999885559082
2001-04-26,1,29,Missouri,29100510,1005,0.7990000247955322
2001-04-26,1,29,Missouri,29100510,1005,0.8339999914169312
2001-04-26,1,29,Missouri,29100510,1005,0.824999988079071
2001-04-26,1,29,Missouri,29100510,1005,0.824999988079071
2002-02-17,1,29,Missouri,29100511,1005,0.878000020980835
1990-12-12,1,29,Missouri,29100502,1005,0.8029999732971191
1990-12-12,1,29,Missouri,29100502,1005,0.8190000057220459
1990-10-19,1,30,Montana,30100103,1001,1.0210000276565552
1990-10-19,1,30,Montana,30100103,1001,1.0089999437332153
1989-09-15,1,30,Montana,30100101,1001,1.0420000553131104
1991-11-10,1,30,Montana,30100104,1001,1.0360000133514404
1997-10-09,1,30,Montana,30100110,1001,1.0850000381469727
1989-09-15,1,30,Montana,30100101,1001,1.00600004196167
1989-09-15,1,30,Montana,30100101,1001,1.0529999732971191
1991-11-10,1,30,Montana,30100104,1001,1.0160000324249268
1989-09-15,1,30,Montana,30100101,1001,1.0169999599456787
1997-10-09,1,30,Montana,30100110,1001,1.0980000495910645
1990-10-19,1,30,Montana,30100103,1001,1.0130000114440918
1997-10-09,1,30,Montana,30100110,1001,1.1109999418258667
1997-10-09,1,30,Montana,30100110,1001,1.093000054359436
1990-10-19,1,30,Montana,30100103,1001,1.0390000343322754
1989-09-15,1,30,Montana,30100101,1001,1.0390000343322754
1991-11-10,1,30,Montana,30100104,1001,1.0190000534057617
1991-11-10,1,30,Montana,30100104,1001,1.031000018119812
1991-11-10,1,30,Montana,30100104,1001,1.024999976158142
1990-10-19,1,30,Montana,30100103,1001,1.0080000162124634
1990-05-05,1,30,Montana,30100102,1001,1.0429999828338623
1995-10-11,1,30,Montana,30100108,1001,1.0850000381469727
1995-10-11,1,30,Montana,30100108,1001,1.0809999704360962
1994-07-26,1,30,Montana,30100107,1001,1.1019999980926514
1997-10-09,1,30,Montana,30100110,1001,1.093000054359436
1992-08-26,1,30,Montana,30100105,1001,1.0520000457763672
1994-07-26,1,30,Montana,30100107,1001,1.1410000324249268
1993-09-28,1,30,Montana,30100106,1001,1.0740000009536743
1993-09-28,1,30,Montana,30100106,1001,1.0850000381469727
1996-09-11,1,30,Montana,30100109,1001,1.1200000047683716
1992-08-26,1,30,Montana,30100105,1001,1.0499999523162842
1990-05-05,1,30,Montana,30100102,1001,1.0700000524520874
1990-05-05,1,30,Montana,30100102,1001,1.0240000486373901
1998-06-10,1,30,Montana,30100111,1001,1.2760000228881836
1998-06-10,1,30,Montana,30100111,1001,1.2699999809265137
1998-06-10,1,30,Montana,30100111,1001,1.25
1990-05-05,1,30,Montana,30100102,1001,1.0119999647140503
1998-06-10,1,30,Montana,30100111,1001,1.2510000467300415
1990-05-05,1,30,Montana,30100102,1001,1.0399999618530273
1998-06-10,1,30,Montana,30100111,1001,1.2359999418258667
1995-10-11,1,30,Montana,30100108,1001,1.0709999799728394
1996-09-11,1,30,Montana,30100109,1001,1.1319999694824219
1996-09-11,1,30,Montana,30100109,1001,1.1410000324249268
1992-08-26,1,30,Montana,30100105,1001,1.0549999475479126
1993-09-28,1,30,Montana,30100106,1001,1.0700000524520874
1993-09-28,1,30,Montana,30100106,1001,1.0829999446868896
1992-08-26,1,30,Montana,30100105,1001,1.065999984741211
1995-10-11,1,30,Montana,30100108,1001,1.100000023841858
1994-07-26,1,30,Montana,30100107,1001,1.1349999904632568
1994-07-26,1,30,Montana,30100107,1001,1.090999960899353
1996-09-11,1,30,Montana,30100109,1001,1.1230000257492065
1993-09-28,1,30,Montana,30100106,1001,1.0789999961853027
1995-10-11,1,30,Montana,30100108,1001,1.0709999799728394
1996-09-11,1,30,Montana,30100109,1001,1.1200000047683716
1992-08-26,1,30,Montana,30100105,1001,1.065000057220459
1994-07-26,1,30,Montana,30100107,1001,1.1089999675750732
1999-05-22,1,30,Montana,30100112,1001,1.1169999837875366
1999-05-22,1,30,Montana,30100112,1001,1.1339999437332153
1999-05-22,1,30,Montana,30100112,1001,1.1239999532699585
1999-05-22,1,30,Montana,30100112,1001,1.1330000162124634
1999-05-22,1,30,Montana,30100112,1001,1.1410000324249268
1989-11-30,1,34,New Jersey,34163801,1638,0.8830000162124634
1990-11-16,1,34,New Jersey,34163802,1638,0.9570000171661377
1990-11-16,1,34,New Jersey,34163802,1638,0.9409999847412109
1993-06-11,1,34,New Jersey,34163805,1638,0.9240000247955322
1989-11-30,1,34,New Jersey,34163801,1638,0.9210000038146973
1990-11-16,1,34,New Jersey,34163802,1638,0.9430000185966492
1989-11-30,1,34,New Jersey,34163801,1638,0.8849999904632568
1991-09-07,1,34,New Jersey,34163803,1638,0.9470000267028809
1990-11-16,1,34,New Jersey,34163802,1638,0.9340000152587891
1990-11-16,1,34,New Jersey,34163802,1638,0.9350000023841858
1999-09-01,1,34,New Jersey,34163809,1638,1.0180000066757202
1999-09-01,1,34,New Jersey,34163809,1638,1.0299999713897705
1999-09-01,1,34,New Jersey,34163809,1638,1.0460000038146973
1999-09-01,1,34,New Jersey,34163809,1638,1.0299999713897705
1999-09-01,1,34,New Jersey,34163809,1638,1.0149999856948853
1997-12-09,1,34,New Jersey,34163807,1638,1.0390000343322754
1997-12-09,1,34,New Jersey,34163807,1638,1.0360000133514404
1997-12-09,1,34,New Jersey,34163807,1638,1.0169999599456787
2005-11-17,1,34,New Jersey,34163815,1638,1.0470000505447388
2005-11-17,1,34,New Jersey,34163815,1638,1.0529999732971191
2002-06-05,1,34,New Jersey,34163811,1638,1.0199999809265137
2002-06-05,1,34,New Jersey,34163811,1638,1.034999966621399
2004-03-17,1,34,New Jersey,34163814,1638,1.0199999809265137
2002-06-05,1,34,New Jersey,34163811,1638,1.0290000438690186
2001-12-06,1,34,New Jersey,34163810,1638,1.0609999895095825
2004-03-17,1,34,New Jersey,34163814,1638,1.0479999780654907
1994-06-10,1,34,New Jersey,34163806,1638,0.9700000286102295
1992-06-20,1,34,New Jersey,34163804,1638,0.9049999713897705
1993-06-11,1,34,New Jersey,34163805,1638,0.9300000071525574
1989-11-30,1,34,New Jersey,34163801,1638,0.9120000004768372
1993-06-11,1,34,New Jersey,34163805,1638,0.9279999732971191
1993-06-11,1,34,New Jersey,34163805,1638,0.9139999747276306
1992-06-20,1,34,New Jersey,34163804,1638,0.9120000004768372
1994-06-10,1,34,New Jersey,34163806,1638,0.9190000295639038
1993-06-11,1,34,New Jersey,34163805,1638,0.9179999828338623
1991-09-07,1,34,New Jersey,34163803,1638,0.9309999942779541
1994-06-10,1,34,New Jersey,34163806,1638,0.9990000128746033
1992-06-20,1,34,New Jersey,34163804,1638,0.878000020980835
1994-06-10,1,34,New Jersey,34163806,1638,0.9409999847412109
1992-06-20,1,34,New Jersey,34163804,1638,0.9129999876022339
1994-06-10,1,34,New Jersey,34163806,1638,0.9739999771118164
1992-06-20,1,34,New Jersey,34163804,1638,0.8880000114440918
1991-09-07,1,34,New Jersey,34163803,1638,0.968999981880188
2004-03-17,1,34,New Jersey,34163814,1638,1.0299999713897705
2005-11-17,1,34,New Jersey,34163815,1638,1.0540000200271606
2004-03-17,1,34,New Jersey,34163814,1638,1.0299999713897705
2004-03-17,1,34,New Jersey,34163814,1638,1.0260000228881836
1991-09-07,1,34,New Jersey,34163803,1638,0.9240000247955322
2005-11-17,1,34,New Jersey,34163815,1638,1.0190000534057617
1991-09-07,1,34,New Jersey,34163803,1638,0.9259999990463257
2005-11-17,1,34,New Jersey,34163815,1638,1.0399999618530273
1989-11-30,1,34,New Jersey,34163801,1638,0.890999972820282
1997-12-09,1,34,New Jersey,34163807,1638,1.024999976158142
1997-12-09,1,34,New Jersey,34163807,1638,1.0329999923706055
1998-08-12,1,34,New Jersey,34163808,1638,0.9980000257492065
2001-12-06,1,34,New Jersey,34163810,1638,1.0850000381469727
2002-08-22,1,34,New Jersey,34163812,1638,1.0479999780654907
2003-05-18,1,34,New Jersey,34163813,1638,1.0299999713897705
2003-05-18,1,34,New Jersey,34163813,1638,1.0210000276565552
2001-12-06,1,34,New Jersey,34163810,1638,1.0520000457763672
1998-08-12,1,34,New Jersey,34163808,1638,1.0010000467300415
1998-08-12,1,34,New Jersey,34163808,1638,1.0080000162124634
1998-08-12,1,34,New Jersey,34163808,1638,0.9789999723434448
2002-08-22,1,34,New Jersey,34163812,1638,1.0509999990463257
2002-08-22,1,34,New Jersey,34163812,1638,1.0429999828338623
2002-08-22,1,34,New Jersey,34163812,1638,1.069000005722046
2002-08-22,1,34,New Jersey,34163812,1638,1.0369999408721924
2002-06-05,1,34,New Jersey,34163811,1638,1.0329999923706055
2001-12-06,1,34,New Jersey,34163810,1638,1.0520000457763672
2002-06-05,1,34,New Jersey,34163811,1638,1.0499999523162842
2001-12-06,1,34,New Jersey,34163810,1638,1.065999984741211
2003-05-18,1,34,New Jersey,34163813,1638,0.9940000176429749
2003-05-18,1,34,New Jersey,34163813,1638,1.0329999923706055
2003-05-18,1,34,New Jersey,34163813,1638,1.0219999551773071
1998-08-12,1,34,New Jersey,34163808,1638,1.0089999437332153
1990-10-16,1,35,New Mexico,35102201,1022,0.6880000233650208
1991-11-20,1,35,New Mexico,35102202,1022,0.7329999804496765
1995-05-11,1,35,New Mexico,35102204,1022,0.7739999890327454
1990-10-16,1,35,New Mexico,35102201,1022,0.6830000281333923
1990-10-16,1,35,New Mexico,35200601,2006,1.4019999504089355
1993-12-02,1,35,New Mexico,35102203,1022,0.7549999952316284
1990-10-18,1,35,New Mexico,35111201,1112,0.7960000038146973
1994-10-14,1,35,New Mexico,35111205,1112,0.8410000205039978
1995-01-10,1,35,New Mexico,35111206,1112,0.847000002861023
1994-10-14,1,35,New Mexico,35111205,1112,0.8709999918937683
1991-02-19,1,35,New Mexico,35111202,1112,0.7490000128746033
1992-11-17,1,35,New Mexico,35111203,1112,0.7590000033378601
1995-06-20,1,35,New Mexico,35111208,1112,0.8289999961853027
